SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,35.39,79.11,0.448,32.195,69.317,0.466,3.195,9.793,0.319,20.695,27.768,0.752,13.11,31.707,44.817,20.634,8.415,4.976,15.756,20.402,94.671,0.519,0.469,0.124,0.355,31.123,72.721,52.345,58.099,9.22,7.443,14.738,103.945,99.329
2001-02,34.195,78.488,0.436,31.585,69.768,0.453,2.61,8.72,0.299,19.988,25.659,0.779,13.317,30.902,44.22,19.976,8.598,4.427,15.317,20.037,90.988,0.507,0.453,0.112,0.331,31.593,72.285,52.126,58.17,9.648,6.968,14.587,102.54,100.844
2002-03,36.28,80.976,0.449,33.293,71.378,0.468,2.988,9.598,0.315,21.293,27.476,0.77,12.707,29.451,42.159,21.598,10.293,3.463,14.78,22.0,96.841,0.522,0.468,0.119,0.343,30.187,73.202,51.221,59.635,11.161,5.574,13.735,105.391,102.882
2003-04,32.707,76.341,0.43,28.573,64.244,0.446,4.134,12.098,0.335,18.439,24.5,0.752,11.476,29.366,40.841,20.0,7.976,4.366,15.939,20.744,87.988,0.506,0.457,0.158,0.326,27.901,70.946,49.679,61.095,8.987,7.074,15.5,99.184,101.915
2004-05,35.927,82.146,0.438,29.768,64.427,0.464,6.159,17.72,0.351,21.11,26.756,0.788,11.085,30.927,42.012,20.854,9.22,3.915,15.537,22.902,99.122,0.528,0.475,0.216,0.331,25.277,73.034,48.838,57.871,9.621,6.277,14.19,103.455,104.302
2005-06,36.598,79.829,0.46,32.024,67.256,0.478,4.573,12.573,0.36,21.585,28.415,0.756,10.646,29.573,40.22,20.159,7.939,4.927,14.134,20.878,99.354,0.539,0.488,0.159,0.361,25.348,71.298,48.373,54.894,8.46,7.629,13.315,106.082,108.171
2006-07,35.756,78.146,0.459,32.293,68.11,0.475,3.463,10.037,0.337,19.963,26.037,0.767,10.963,28.695,39.659,20.354,7.195,4.756,15.341,20.378,94.939,0.531,0.481,0.128,0.339,26.852,71.078,48.97,56.861,7.821,7.52,14.634,103.667,107.002
2007-08,37.268,81.073,0.46,33.585,69.463,0.485,3.683,11.61,0.323,18.402,26.061,0.701,13.012,28.902,41.915,20.402,8.683,4.878,14.293,19.756,96.622,0.523,0.483,0.144,0.325,31.609,72.101,51.688,54.645,9.533,8.007,13.363,106.485,106.041
2008-09,36.549,79.659,0.461,32.39,66.585,0.488,4.159,13.073,0.313,20.146,27.024,0.743,12.671,28.488,41.159,20.085,8.024,5.061,14.11,20.122,97.402,0.534,0.487,0.165,0.345,30.885,71.502,50.984,54.865,8.857,8.533,13.324,107.97,107.973
2009-10,37.646,81.78,0.462,31.866,64.939,0.492,5.78,16.841,0.341,16.659,22.049,0.75,11.476,29.524,41.0,21.012,8.134,5.354,14.537,20.451,97.732,0.535,0.497,0.207,0.272,27.24,73.25,49.894,55.817,8.812,8.712,13.71,106.029,110.406
2010-11,38.11,82.634,0.463,32.707,67.415,0.486,5.402,15.22,0.352,17.39,22.573,0.773,10.366,31.439,41.805,22.695,7.573,4.329,12.963,19.415,99.012,0.536,0.496,0.185,0.277,24.418,74.693,49.567,59.44,8.115,6.752,12.268,106.766,105.171
2011-12,37.439,83.576,0.449,32.152,68.985,0.467,5.288,14.591,0.353,13.47,18.152,0.742,10.667,32.485,43.152,22.015,7.97,5.152,11.182,17.53,93.636,0.512,0.481,0.175,0.22,24.098,75.609,49.609,58.844,8.823,7.965,10.815,104.021,99.35
2012-13,37.305,84.085,0.445,30.988,66.549,0.467,6.317,17.537,0.359,12.244,16.793,0.724,10.927,30.402,41.329,22.768,7.427,4.683,13.049,18.354,93.171,0.51,0.482,0.209,0.202,24.838,73.609,48.471,60.866,8.089,7.543,12.46,102.106,105.77
2013-14,37.902,87.195,0.437,30.866,64.671,0.479,7.037,22.524,0.313,16.61,23.39,0.707,11.573,31.171,42.744,21.841,9.329,4.024,16.878,22.488,99.451,0.512,0.477,0.258,0.27,24.622,72.698,47.771,57.543,9.285,6.609,14.751,99.484,109.878
2014-15,33.72,82.646,0.409,25.28,56.305,0.449,8.439,26.341,0.315,16.098,23.817,0.678,11.927,30.927,42.854,20.524,9.622,5.939,17.72,21.683,91.976,0.495,0.46,0.319,0.291,25.283,73.056,48.028,60.683,10.001,9.859,15.98,95.561,104.784
2015-16,36.22,83.988,0.433,26.902,56.488,0.477,9.317,27.5,0.337,15.659,22.561,0.698,9.476,31.768,41.244,21.524,8.293,6.037,16.378,21.707,97.415,0.52,0.488,0.327,0.272,20.591,74.27,46.557,59.399,8.38,9.551,14.85,98.915,109.344
