SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,33.598,75.585,0.446,28.829,61.988,0.466,4.768,13.598,0.354,16.756,21.061,0.795,9.427,30.78,40.207,18.537,6.646,4.22,14.5,22.72,88.72,0.524,0.478,0.18,0.282,24.098,74.398,50.051,54.96,7.609,7.085,14.574,101.698,98.615
2001-02,34.354,79.512,0.433,28.573,63.122,0.453,5.78,16.39,0.351,17.146,21.78,0.792,10.683,29.976,40.659,20.976,6.805,3.512,14.537,21.915,91.634,0.515,0.469,0.206,0.28,25.285,72.252,48.774,61.022,7.549,5.476,14.037,101.765,106.111
2002-03,36.183,82.012,0.442,28.793,62.72,0.46,7.39,19.293,0.384,16.098,19.756,0.821,10.268,28.976,39.244,21.951,7.061,3.11,14.012,23.024,95.854,0.53,0.488,0.236,0.248,24.049,72.226,47.493,60.673,7.702,4.662,13.4,105.096,106.556
2003-04,35.134,79.427,0.443,30.183,65.829,0.459,4.951,13.598,0.358,16.756,21.122,0.793,11.585,31.012,42.598,20.671,7.415,4.768,15.72,23.134,91.976,0.519,0.474,0.172,0.27,27.727,73.012,50.724,59.02,8.201,7.409,15.061,101.772,103.378
2004-05,36.317,80.476,0.452,30.939,65.354,0.475,5.378,15.122,0.362,19.268,25.122,0.764,11.768,29.183,40.951,20.305,7.671,3.171,14.683,23.683,97.28,0.532,0.486,0.188,0.316,28.195,71.589,49.557,56.183,8.351,4.948,13.852,106.188,108.838
2005-06,34.415,75.683,0.456,30.512,64.902,0.472,3.902,10.78,0.364,22.902,31.549,0.721,12.61,28.78,41.39,17.902,6.768,3.305,17.671,26.305,95.634,0.535,0.482,0.143,0.426,30.813,72.932,51.665,52.185,7.338,5.585,16.526,104.039,111.112
2006-07,35.402,77.512,0.458,29.622,60.805,0.49,5.78,16.707,0.339,20.902,29.22,0.715,12.585,30.683,43.268,18.683,6.622,3.171,17.134,23.561,97.488,0.54,0.496,0.217,0.385,30.772,74.549,52.707,52.528,7.178,5.172,15.912,105.677,108.798
2007-08,36.183,82.402,0.44,30.207,64.671,0.47,5.976,17.732,0.337,18.585,25.549,0.726,12.549,29.963,42.512,18.659,6.354,2.598,14.476,21.476,96.927,0.519,0.476,0.217,0.315,28.294,72.855,49.807,51.738,6.822,4.128,13.409,104.72,111.788
2008-09,38.5,86.476,0.446,28.463,58.622,0.487,10.037,27.854,0.36,18.171,23.171,0.788,11.11,31.037,42.146,21.195,7.439,2.488,14.317,20.39,105.207,0.545,0.504,0.323,0.271,24.326,72.882,47.741,54.956,7.645,3.798,12.901,108.138,110.848
2009-10,38.134,83.854,0.455,29.073,57.695,0.504,9.061,26.159,0.346,16.78,21.451,0.785,10.195,30.207,40.402,21.61,7.146,3.72,14.0,19.976,102.11,0.548,0.509,0.312,0.258,23.312,72.493,47.511,56.577,7.515,5.732,13.049,107.616,111.591
2010-11,38.293,83.744,0.459,28.963,58.366,0.498,9.329,25.378,0.366,20.598,25.451,0.808,10.329,30.122,40.451,21.427,7.622,5.793,13.695,21.256,106.512,0.562,0.514,0.303,0.308,24.377,72.223,48.0,55.876,7.899,8.613,12.609,111.005,110.17
2011-12,35.833,80.833,0.443,28.0,57.53,0.487,7.833,23.303,0.329,18.348,24.758,0.74,11.258,30.485,41.742,20.121,9.424,4.182,16.0,21.076,97.848,0.534,0.492,0.289,0.311,26.548,74.005,49.932,55.947,10.048,6.789,14.788,104.589,101.015
2012-13,36.537,81.573,0.449,25.671,52.659,0.491,10.866,28.915,0.373,16.012,21.085,0.757,10.854,29.707,40.561,19.256,8.195,3.585,12.049,20.122,99.951,0.552,0.516,0.356,0.262,25.332,74.97,49.341,52.804,9.088,6.365,11.73,111.138,106.265
2013-14,36.915,82.183,0.451,27.659,57.329,0.485,9.256,24.854,0.369,15.5,20.366,0.76,10.61,29.72,40.329,20.012,7.695,4.476,12.963,22.134,98.585,0.543,0.507,0.303,0.252,25.127,74.711,49.095,54.366,8.457,8.133,12.418,108.517,109.201
2014-15,35.146,82.024,0.43,28.317,62.341,0.456,6.829,19.683,0.353,14.768,19.207,0.767,10.573,29.793,40.366,21.293,7.012,4.659,14.707,21.561,91.89,0.509,0.472,0.24,0.239,24.317,73.359,48.073,60.651,7.599,7.87,13.959,100.017,110.056
2015-16,36.854,83.976,0.44,29.415,62.488,0.473,7.439,21.488,0.343,17.207,21.378,0.81,10.366,34.0,44.366,20.512,5.695,5.683,13.402,19.707,98.354,0.528,0.485,0.257,0.256,23.543,76.156,50.182,55.841,6.038,9.044,12.539,104.702,107.684
2016-17,39.63,88.741,0.448,31.049,63.951,0.487,8.58,24.79,0.345,16.63,21.111,0.786,12.074,33.136,45.21,21.827,7.111,5.519,13.815,20.358,104.469,0.534,0.496,0.279,0.241,26.422,74.444,50.24,55.107,7.332,9.262,12.365,107.881,111.716
2017-18,40.659,87.72,0.465,32.451,64.378,0.506,8.207,23.341,0.353,14.939,18.988,0.787,10.476,33.561,44.037,23.317,6.732,5.134,14.732,20.512,104.463,0.545,0.512,0.266,0.22,24.052,77.095,50.491,57.318,6.901,9.241,13.316,107.156,110.779
2018-19,38.22,88.305,0.433,28.183,58.78,0.482,10.037,29.524,0.339,18.098,23.854,0.76,10.451,34.28,44.732,20.073,6.793,5.146,14.037,20.89,104.573,0.53,0.491,0.336,0.273,22.15,76.332,48.457,52.716,6.767,9.062,12.445,104.518,113.723
2019-20,39.97,89.333,0.447,30.409,60.97,0.497,9.561,28.364,0.338,16.303,23.485,0.697,12.045,34.455,46.5,22.061,7.636,4.742,14.333,22.182,105.803,0.531,0.501,0.318,0.266,25.848,78.421,51.253,55.188,7.589,9.371,12.536,106.506,112.895
