SEASON,FGM,FGA,FG%,2PT_FGM,2PT_FGA,2PT_FG%,3PT_FGM,3PT_FGA,3PT_FG%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,EFG%,3PAR,FTR,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,ORTG,DRTG
2000-01,36.098,76.695,0.473,32.134,66.305,0.486,3.963,10.39,0.37,20.902,27.805,0.753,11.5,29.061,40.561,25.732,8.061,5.646,15.805,25.695,97.061,0.547,0.499,0.136,0.367,29.995,73.648,52.116,71.101,8.957,9.362,15.07,108.029,102.846
2001-02,34.988,77.732,0.452,31.573,67.463,0.471,3.415,10.268,0.341,22.598,29.634,0.765,13.524,28.646,42.171,24.378,9.134,6.366,16.5,24.012,95.988,0.531,0.475,0.133,0.39,33.084,71.983,52.35,69.46,10.102,10.36,15.377,106.138,104.902
2002-03,35.293,75.476,0.469,32.561,67.659,0.483,2.732,7.817,0.347,21.341,28.646,0.744,12.451,29.037,41.488,25.646,8.634,5.695,16.756,22.402,94.659,0.539,0.487,0.104,0.387,32.409,70.579,52.145,72.541,9.646,9.205,16.006,105.965,103.098
2003-04,32.805,75.268,0.437,29.732,65.683,0.453,3.073,9.585,0.319,19.988,26.78,0.748,13.451,27.707,41.159,20.378,7.11,6.024,16.646,25.561,88.671,0.511,0.458,0.127,0.36,33.818,72.802,52.917,62.226,8.138,10.679,16.093,102.012,103.384
2004-05,34.488,76.841,0.45,31.439,67.549,0.467,3.049,9.293,0.334,20.963,27.707,0.76,12.768,27.354,40.122,22.268,6.598,4.561,15.756,26.695,92.988,0.523,0.47,0.122,0.367,31.84,72.44,51.561,64.667,7.44,7.988,15.057,104.823,109.52
2005-06,33.463,75.695,0.443,29.671,64.415,0.463,3.793,11.28,0.33,21.634,30.073,0.717,13.061,29.024,42.085,21.61,6.39,6.0,15.732,24.78,92.354,0.521,0.469,0.15,0.403,32.159,73.565,52.623,64.376,7.199,10.229,15.02,104.095,107.034
2006-07,37.427,78.915,0.474,33.11,66.037,0.501,4.317,12.878,0.333,22.317,30.024,0.744,12.561,29.951,42.512,24.683,7.037,4.134,15.573,25.207,101.488,0.551,0.502,0.163,0.385,31.849,75.502,53.702,66.074,7.623,7.06,14.439,110.133,106.902
2007-08,39.988,80.39,0.498,35.024,67.037,0.524,4.963,13.354,0.366,21.28,28.024,0.76,11.488,29.39,40.878,26.402,8.744,4.329,14.634,24.024,106.22,0.574,0.529,0.166,0.353,29.18,74.035,51.937,65.927,9.349,7.306,13.606,113.962,106.533
2008-09,38.329,80.768,0.476,33.549,67.085,0.502,4.78,13.683,0.344,22.122,28.683,0.771,11.463,29.549,41.012,24.683,8.768,4.561,14.756,22.317,103.561,0.556,0.505,0.17,0.36,28.048,72.713,50.424,64.321,9.344,7.393,13.616,110.265,107.333
2009-10,39.354,80.183,0.493,34.0,65.463,0.523,5.354,14.72,0.35,20.171,27.232,0.743,10.634,31.561,42.195,26.671,8.232,4.878,15.195,22.671,104.232,0.567,0.527,0.183,0.343,26.511,75.804,51.852,67.712,8.734,8.116,14.149,110.8,105.085
2010-11,37.366,80.366,0.466,32.061,65.049,0.494,5.305,15.317,0.334,19.39,25.134,0.771,10.951,28.512,39.463,23.427,7.671,5.902,14.329,22.744,99.427,0.544,0.499,0.191,0.318,26.607,72.015,49.055,62.629,8.309,9.833,13.551,108.105,110.174
2011-12,38.227,83.803,0.458,34.091,71.0,0.482,4.136,12.803,0.318,19.061,25.273,0.755,13.045,31.136,44.182,21.803,8.258,5.833,14.182,21.833,99.652,0.527,0.483,0.153,0.305,30.039,74.274,51.745,57.047,8.894,9.414,13.045,106.839,106.242
2012-13,37.146,81.829,0.455,30.963,64.939,0.477,6.183,16.89,0.358,17.549,22.963,0.759,12.061,29.963,42.024,22.671,8.415,6.28,14.756,21.341,98.024,0.534,0.492,0.207,0.285,28.567,73.351,50.711,61.132,9.154,10.076,13.788,106.754,106.818
2013-14,35.988,81.122,0.444,29.366,61.89,0.475,6.622,19.232,0.344,16.415,21.988,0.748,11.024,30.207,41.232,20.293,6.951,4.463,14.634,20.72,95.012,0.524,0.486,0.239,0.275,25.302,74.826,49.305,56.539,7.549,7.146,13.856,103.523,111.328
2014-15,35.366,79.171,0.448,27.927,57.451,0.487,7.439,21.72,0.344,16.963,23.524,0.723,12.049,31.915,43.963,19.902,7.598,5.963,15.317,19.305,95.134,0.533,0.495,0.275,0.302,28.855,76.412,52.826,56.626,8.328,10.127,14.628,105.223,104.962
2015-16,36.061,80.402,0.45,27.598,56.549,0.491,8.463,23.854,0.356,17.098,22.988,0.745,10.732,32.5,43.232,18.963,7.695,5.183,14.927,20.183,97.683,0.541,0.503,0.297,0.29,25.544,77.709,51.894,52.595,8.323,8.983,14.17,105.983,103.995
2016-17,36.988,79.451,0.467,27.341,53.5,0.514,9.646,25.951,0.372,17.085,22.866,0.746,9.402,33.829,43.232,20.134,6.707,5.0,13.634,18.841,100.707,0.564,0.528,0.328,0.291,22.898,79.193,51.851,54.356,7.267,8.378,13.217,109.652,105.398
